#CELL TS OHair1 OHair2 precip stwet stdry tair1 tair2 perc8 tocean tland runoff6water tspe
1 1 0 0 2.19753815963486e-05 14.8468620300293 63.0689064025879 236.847846221924 250.336112213135 0.980726539611816 271.250231933594 999 0 2190
1 2 0.00413531127671098 0.00344318650404165 2.09025752201342e-05 16.2577311635017 89.113590335846 236.45888671875 250.11010055542 0.981785011291504 271.250219726562 999 0 2920
1 3 0.0249533040190734 0.0167352149703514 1.87920946746090e-05 12.9923992276192 50.2544114112854 237.326161193848 251.191194915771 0.983469123840332 271.250215148926 999 0 3650
1 4 0.161359233772203 0.0750784418416112 1.49517759632545e-05 13.3333934187889 76.7938797950745 241.070404052734 257.196548461914 0.981648933410645 271.250198364258 999 0 4380
1 5 0.511695157054009 0.339159406317723 1.99271268593293e-05 10.9424181699753 37.2672213077545 247.348117828369 266.406596374512 0.973283340454102 271.250079345703 999 0 5110
1 6 1.11742473395393 0.851201465334626 3.16545886744279e-05 12.0063642263412 20.5912427186966 251.846172332764 272.568714904785 0.953968425750732 271.250059509277 999 0 5840
1 7 1.21184665067328 0.788618875050019 4.49013553225086e-05 14.1920199394226 14.8649736404419 253.607061004639 273.117974853516 0.890020641326904 271.250144958496 999 0 6570
1 8 0.599186415408315 0.355190705539113 4.35726886098564e-05 17.4481560707092 15.9209528207779 251.462470245361 270.451399230957 0.836786766052246 271.250234985352 999 0 7300
1 9 0.0809508646975129 0.0616393121812489 3.33014631269180e-05 15.5993737697601 14.3273110151291 246.886498260498 264.797727966309 0.874624038696289 271.250257873535 999 0 8030
1 10 0.0120405796351703 0.00931453913048334 2.62829656458052e-05 13.9580391407013 31.6330024719238 241.946559906006 258.30737991333 0.941643199920654 271.25047454834 999 0 8760
1 11 0 0 2.73074833785358e-05 13.6221613407135 51.0998189926147 239.298998260498 254.110624694824 0.965426357269287 271.250289916992 999 0 730
1 12 0 0 1.95797715832668e-05 13.5151733636856 55.3315108776093 237.178649139404 250.728157043457 0.978299083709717 271.250254821777 999 0 1460
2 1 0 0 2.15817106573013e-05 14.6818506717682 64.651487827301 236.973931884766 250.254402160645 0.979192752838135 271.250325012207 999 0 2190
2 2 0.0042699941185813 0.0035636426749869 2.10308227178757e-05 14.4763659238815 60.2329040050507 236.415496063232 249.832137298584 0.980467514038086 271.250337219238 999 0 2920
2 3 0.0254253305676259 0.0168142643325342 1.79477091978697e-05 12.7044592857361 46.787596988678 237.193482208252 250.742087554932 0.983986293792725 271.250334167480 999 0 3650
2 4 0.163944391485044 0.0762003375513955 1.55012735217497e-05 15.1124269962311 91.8692206382752 241.190522766113 257.169665527344 0.981875888824463 271.250294494629 999 0 4380
2 5 0.518005820421546 0.344702456831196 1.85679744527079e-05 9.78418451547623 33.5086967468262 247.187823486328 266.189239501953 0.973316570281982 271.250112915039 999 0 5110
2 6 1.12560091798362 0.876850067910285 3.04178758597118e-05 12.4320477724075 21.6074025392532 251.848035430908 272.529742431641 0.954181732177734 271.250053405762 999 0 5840
2 7 1.21158093853149 0.803587325704245 4.49208743521012e-05 15.4237208366394 16.8415175914764 253.524191284180 273.062408447266 0.895059730529785 271.250143432617 999 0 6570
2 8 0.595250554308036 0.356408552855655 4.50153095880523e-05 16.5790516853333 15.301633143425 251.391293334961 270.424638366699 0.845938270568848 271.250219726562 999 0 7300
2 9 0.0814031289055197 0.0588493346924435 3.51842198051600e-05 15.6861122846603 13.4679813623428 246.795472717285 264.725299072266 0.874158229827881 271.250262451172 999 0 8030
2 10 0.0122141228777776 0.00955722288665245 2.57935629360873e-05 14.4283613681793 32.8840800285339 242.014363098145 258.271297454834 0.938344314575195 271.250521850586 999 0 8760
2 11 0 0 2.68206447617558e-05 10.7719766616821 48.4039839744568 239.658205413818 254.396611022949 0.96157080078125 271.250357055664 999 0 730
2 12 0 0 1.96536438170369e-05 12.9259772300720 51.4317889690399 237.453373718262 250.833868408203 0.976023113250732 271.250343322754 999 0 1460
3 1 0 0 2.05313828428189e-05 13.4694749116898 62.0089076519012 236.977595520020 250.011270904541 0.977639881134033 271.250453186035 999 0 2190
3 2 0.00430138136533036 0.00355434275002422 1.98784746180536e-05 14.4452973008156 64.4742075920105 236.307260894775 249.547235107422 0.979507507324219 271.250469970703 999 0 2920
3 3 0.0256374020707928 0.0167212650829073 1.72957366521587e-05 12.6024324297905 54.5074413299561 236.97059173584 250.249024200439 0.983618564605713 271.250430297852 999 0 3650
3 4 0.167058759213619 0.0751957980375689 1.60437104113953e-05 10.7995181679726 67.9103374481201 241.235009002686 257.082196044922 0.979969844818115 271.250421142578 999 0 4380
3 5 0.530056973185691 0.352836200727132 1.70371611602604e-05 10.2712650537491 41.1838531017303 246.874921417236 265.817620849609 0.970662929534912 271.250170898437 999 0 5110
3 6 1.14058043997709 0.908226243320105 2.84633393130207e-05 11.4083453893662 26.6268270492554 251.741177368164 272.415292358398 0.951115589141846 271.250061035156 999 0 5840
3 7 1.21998408501563 0.819626005818463 4.07983260538458e-05 13.9152942657471 15.4250607252121 253.492127990723 273.110304260254 0.896869529724121 271.250146484375 999 0 6570
3 8 0.598915167596904 0.358689248739361 4.61260360134475e-05 16.3851366043091 12.9877470493317 251.369254302979 270.482455444336 0.848040447235107 271.250212097168 999 0 7300
3 9 0.0836107539502332 0.0626460659629237 3.45028555511817e-05 15.4898918390274 14.192356133461 246.720463562012 264.699169921875 0.869278545379639 271.250270080566 999 0 8030
3 10 0.0125909359088549 0.00987895600500438 2.62571759049024e-05 11.3094166755676 25.8973594665527 242.112129211426 258.351551055908 0.929955913543701 271.250538635254 999 0 8760
3 11 0 0 2.55976647622447e-05 11.8968036055565 69.8777667045593 239.869760131836 254.631116485596 0.955085571289062 271.250425720215 999 0 730
3 12 0 0 2.05801407992112e-05 13.1808943510056 54.9721150398254 237.655931091309 250.931143188477 0.971447383880615 271.250436401367 999 0 1460
4 1 0 0 1.93233233267165e-05 13.6389612674713 79.9152970314026 236.901023101807 249.662908935547 0.976329895019531 271.250563049316 241.406108856201 0 2190
4 2 0.00428660112744323 0.00344938645401677 1.93450111328275e-05 13.9590556144714 73.6446523666382 236.162740325928 249.12056350708 0.97833659362793 271.250579833984 240.699910736084 0 2920
4 3 0.0250836690386396 0.0159729901680526 1.81624568313055e-05 11.1157606601715 46.6018075942993 236.775766754150 249.683461761475 0.982703971862793 271.250498962402 242.012209320068 0 3650
4 4 0.168304284878265 0.075276249769389 1.55179211560608e-05 11.1493965148926 87.611318397522 241.194561767578 256.750090026855 0.97605899810791 271.250448608398 252.250458526611 0 4380
4 5 0.535509607762027 0.359818525341973 1.70099552951797e-05 11.4383146047592 44.5482649803162 246.440304565430 265.21678314209 0.966752788543701 271.250207519531 263.945738220215 0 5110
4 6 1.15741994696309 0.933358183397836 2.65247274819558e-05 10.1571063637733 28.0434319972992 251.522039031982 272.192411804199 0.94611752319336 271.25008392334 272.774209594727 0 5840
4 7 1.21915373457253 0.814407714589401 3.61049554157944e-05 13.1294930219650 17.1093920946121 253.439533233643 273.219715881348 0.894573295593262 271.250177001953 275.145324707031 0 6570
4 8 0.591486298965997 0.349854320024811 4.97865387751517e-05 17.6650846958160 16.3095359563828 251.371552276611 270.595121765137 0.83948932647705 271.250247192383 272.189553833008 0 7300
4 9 0.0840270363057058 0.0634122026384211 3.54622792929149e-05 16.4906532764435 20.0235424280167 246.692684173584 264.72490234375 0.84397932434082 271.250363159180 264.278659057617 0 8030
4 10 0.012932542081145 0.0100913042916524 2.93463493198942e-05 11.7963566303253 32.9037369728088 242.203347015381 258.548671722412 0.909992534637451 271.250540161133 256.667266082764 0 8760
4 11 0 0 2.51667875454586e-05 11.6436031699181 56.5796310424805 239.928453826904 254.659488677979 0.947313514709473 271.250521850586 250.392183685303 0 730
4 12 0 0 2.12623899415121e-05 11.0081171989441 60.8337714195251 237.773365783691 251.008145904541 0.965448543548584 271.250546264648 245.244972991943 0 1460
5 1 0 0 1.80201414877956e-05 10.5488670825958 56.9855701446533 236.794585418701 249.468440246582 0.977440258026123 271.250654602051 241.406108856201 2.05577906225995e-09 2190
5 2 0.00490986217003174 0.00346643631644836 1.88673827869934e-05 12.8961129069328 65.9978392601013 235.999623870850 248.68853225708 0.97672566986084 271.250633239746 240.699910736084 1.01126093748904e-09 2920
5 3 0.0253090815055923 0.0154032590506957 1.84096732482431e-05 12.5916104316711 47.3255065917969 236.582439422607 249.161487579346 0.984081867218018 271.250558471680 242.012209320068 7.5680524225935e-10 3650
5 4 0.16684176096449 0.0765664298356408 1.62067989185743e-05 10.8179875254631 87.6283728599548 241.035587310791 256.272241210938 0.979159915924072 271.250451660156 252.250458526611 3.06149467471650e-08 4380
5 5 0.517020471229071 0.345152691293675 1.82497546393279e-05 10.5781841039658 39.2007558822632 246.020295715332 264.649481201172 0.970365234375 271.250186157227 263.945738220215 5.32399220087854e-07 5110
5 6 1.14609950258887 0.916507605072591 2.94961869713006e-05 11.5194981336594 28.3979621887207 251.297500610352 271.875997924805 0.95207264328003 271.25009765625 272.774209594727 2.03821266495652e-06 5840
