#CELL TS OHair1 OHair2 precip stwet stdry tair1 tair2 perc8 tocean tland runoff6water tspe
1 1 0 0 2.00079632100469e-05 14.9439297536524 60.564820964162 236.561534602468 250.101100642507 0.982346340272485 271.250256794255 999 0 2190
1 2 0.00413531127671098 0.00344318650404165 1.90171207555622e-05 13.5842513514728 77.1799403399956 236.396821929187 250.119212825124 0.983113643367116 271.250241163300 999 0 2920
1 3 0.0249533040190734 0.0167352149703514 1.82458344824692e-05 13.2552952882720 73.4494375368444 237.211214763362 251.109339644269 0.98286528238436 271.250231486995 999 0 3650
1 4 0.161359233772203 0.0750784418416112 1.43721513878274e-05 11.9948249270276 101.113140245763 240.964255356207 256.82613391411 0.98359373139172 271.250212878716 999 0 4380
1 5 0.511695157054009 0.339159406317723 1.87845252784006e-05 10.4376826577070 55.4921941757202 246.961845211866 265.965980343702 0.974453841418755 271.250090064072 999 0 5110
1 6 1.11742473395393 0.851201465334626 3.31585240329753e-05 12.0794751702285 23.3638567226689 251.675146707674 272.201866335985 0.95076742218762 271.25006326815 999 0 5840
1 7 1.21184665067328 0.788618875050019 4.51525572471593e-05 13.5980793092309 15.3370245026379 253.650580057284 273.126157434975 0.888709458141792 271.250148121904 999 0 6570
1 8 0.599186415408315 0.355190705539113 4.3624772758737e-05 15.5537433740569 14.1271550480912 251.449561886671 270.458061404345 0.840061615734566 271.250220322027 999 0 7300
1 9 0.0809508646975129 0.0616393121812489 3.5236138869439e-05 14.8794879680727 17.2816258290919 246.774516408036 264.712631597752 0.8712200369486 271.250264981898 999 0 8030
1 10 0.0120405796351703 0.00931453913048334 2.93124525652696e-05 12.3788361898283 33.1701161919571 241.782505314525 258.241105242473 0.930224454926281 271.250438411061 999 0 8760
1 11 0 0 2.38806919408423e-05 13.280259248687 82.4815639868015 238.868492684713 253.491641533084 0.965018705042397 271.250288056164 999 0 730
1 12 0 0 1.90975201149274e-05 13.2414958128115 56.7055906202735 237.222483193002 250.78704610685 0.980934487319574 271.250250095274 999 0 1460
2 1 0 0 1.97895158280295e-05 13.8121663942570 65.2820471786871 236.63582145877 249.920053993783 0.980555455277606 271.250343136671 999 0 2190
2 2 0.0042699941185813 0.0035636426749869 1.94047851248509e-05 13.7938596911547 70.3854465252016 236.293859342249 249.757954295089 0.981978056372666 271.250341648009 999 0 2920
2 3 0.0254253305676259 0.0168142643325342 1.82261039587568e-05 12.1960152416694 59.7819225497362 237.184307563596 250.828849234232 0.98308463119879 271.250334204697 999 0 3650
2 4 0.163944391485044 0.0762003375513955 1.49582376995634e-05 14.8930379065072 86.7391917531083 241.110624732041 256.826650852110 0.983123446208675 271.250308897437 999 0 4380
2 5 0.518005820421546 0.344702456831196 1.89434290848844e-05 9.4048383003328 48.5862942672357 246.928978524557 265.869160721942 0.97276410358708 271.250131746618 999 0 5110
2 6 1.12560091798362 0.876850067910285 3.2595216078157e-05 12.5274333953857 24.4193253051944 251.649091767102 272.151954464796 0.951178583284704 271.250053591845 999 0 5840
2 7 1.21158093853149 0.803587325704245 4.53960107268181e-05 14.3172141400779 16.5270337593265 253.56123165968 273.077475943216 0.895117686201886 271.250140678592 999 0 6570
2 8 0.595250554308036 0.356408552855655 4.50549394594329e-05 15.4594869148440 14.6740697302469 251.430413967226 270.459037222513 0.850047895850205 271.250207668397 999 0 7300
2 9 0.0814031289055197 0.0588493346924435 3.71481170254921e-05 15.8712261362774 16.3527408343990 246.765128531107 264.662230700981 0.869027881157107 271.250268703554 999 0 8030
2 10 0.0122141228777776 0.00955722288665245 2.99692761783684e-05 13.3515318777503 35.6202079959032 241.993791905845 258.365278290539 0.926880357323623 271.25048828125 999 0 8760
2 11 0 0 2.42475276780435e-05 11.8016146217904 82.41392061187 239.206778177401 253.730987176663 0.961064594547923 271.250360256288 999 0 730
2 12 0 0 1.91612968071085e-05 12.7042535223612 53.7086784548876 237.530096658846 250.909972028035 0.977913582034227 271.250320806736 999 0 1460
3 1 0 0 1.93895406881915e-05 13.7134432967116 88.05199895254 236.576146939906 249.573684692383 0.978669958347227 271.25048828125 999 0 2190
3 2 0.00430138136533036 0.00355434275002422 1.91712170662202e-05 13.7941716647730 72.272289601768 236.100631341702 249.359360857708 0.98097830051329 271.250481582269 999 0 2920
3 3 0.0256374020707928 0.0167212650829073 1.77553321231155e-05 12.3651740841749 78.9113389922351 237.052336529988 250.433116261552 0.983262299328316 271.25045032036 999 0 3650
3 4 0.167058759213619 0.0751957980375689 1.54097999855855e-05 12.1750169847070 74.421596154934 241.159264541254 256.735011775319 0.981077397044112 271.250429479087 999 0 4380
3 5 0.530056973185691 0.352836200727132 1.80305596520001e-05 9.50244213313591 36.2482871544070 246.784747984351 265.645910495665 0.968979224228277 271.250192037443 999 0 5110
3 6 1.14058043997709 0.908226243320105 3.12908047174172e-05 10.9904917042430 25.5821931187699 251.517125571646 272.025899747523 0.947885613790373 271.250061035156 999 0 5840
3 7 1.21998408501563 0.819626005818463 4.17653549492371e-05 14.4278237645219 16.3468318450742 253.463239716321 273.127448105231 0.897636996013362 271.250137701267 999 0 6570
3 8 0.598915167596904 0.358689248739361 4.47665261251642e-05 15.7012563100675 14.3652268386469 251.420591400891 270.530238453935 0.853369047583603 271.250207668397 999 0 7300
3 9 0.0836107539502332 0.0626460659629237 3.65746192805889e-05 14.8457474708557 17.0795285410997 246.758840421351 264.715172744379 0.863188342582889 271.250288056164 999 0 8030
3 10 0.0125909359088549 0.00987895600500438 2.89766520903114e-05 11.4773498744499 33.9624576103397 242.224629099776 258.561514133360 0.920996672467488 271.250527730802 999 0 8760
3 11 0 0 2.43995295909926e-05 11.3832981644607 80.3405733806331 239.436030690263 253.942915753620 0.95475599521544 271.250439155393 999 0 730
3 12 0 0 1.91650934095555e-05 13.4892160834336 66.6221633538967 237.730376452934 251.006161945622 0.973152497454387 271.250430223418 999 0 1460
4 1 0 0 1.90685037944981e-05 12.3520682962929 94.0108261108398 236.41089834818 249.107638475372 0.976619726041468 271.250594720608 240.507995605469 0 2190
4 2 0.00428660112744323 0.00344938645401677 1.88586471844379e-05 12.2976260883052 76.6312171191704 235.873288782631 248.800735101467 0.979854312059356 271.250578345322 239.73275161371 0 2920
4 3 0.0250836690386396 0.0159729901680526 1.81381532101801e-05 11.5767427304896 73.9632697686916 236.885173146318 249.84218988186 0.983131935305712 271.250512844179 241.903890098014 0 3650
4 4 0.168304284878265 0.075276249769389 1.48499592785633e-05 11.8359712158761 78.2357334043921 241.103814101801 256.402072069122 0.977009238266363 271.250474138958 251.845400926543 0 4380
4 5 0.535509607762027 0.359818525341973 1.82955963526449e-05 10.549745600398 43.5773832274646 246.547059966297 265.230232052687 0.963555640243902 271.250213623047 264.194461729468 0 5110
4 6 1.15741994696309 0.933358183397836 2.9445752696164e-05 9.747693753824 28.013922877428 251.269609776939 271.800282548114 0.943087764833032 271.250081132098 272.882907030059 0 5840
4 7 1.21915373457253 0.814407714589401 3.81799749048674e-05 13.2606632186145 18.1078610769132 253.320187824528 273.173197676496 0.896425399780273 271.250165985852 275.030017387576 0 6570
4 8 0.591486298965997 0.349854320024811 4.65152138109793e-05 15.0349765521724 16.1373545367543 251.402610592726 270.663166325267 0.84611210148509 271.250239674638 272.117838789777 0 7300
4 9 0.0840270363057058 0.0634122026384211 3.73156795831164e-05 13.6592133219649 21.4854889962731 246.750592115449 264.794097156059 0.84362302826672 271.250366955269 264.522172881336 0 8030
4 10 0.012932542081145 0.0100913042916524 3.03362887013752e-05 11.3056148261559 38.4014872806828 242.438104024748 258.854670082651 0.905343222269198 271.250540384432 257.151977911228 0 8760
4 11 0 0 2.41921175163553e-05 11.5806020643653 78.8058961077434 239.531281261909 253.996711172709 0.946768914199457 271.250516565835 250.160768090225 0 730
4 12 0 0 1.98558201679212e-05 10.7058804093338 60.8990060294547 237.810341067430 251.039405264506 0.96714275267066 271.250536662776 245.061123731660 0 1460
5 1 0 0 1.73723380235393e-05 11.7698527371011 78.0725654043802 236.213012695312 248.724601187357 0.977744912868593 271.250663199076 240.507995605469 1.38160735579116e-09 2190
5 2 0.00490986217003174 0.00346643631644836 1.81170649694850e-05 11.8384265434451 83.4210325566734 235.631791277630 248.265591877263 0.97953816855826 271.250637147485 239.73275161371 8.2061654782562e-10 2920
5 3 0.0253090815055923 0.0154032590506957 1.76431562289420e-05 11.6738938529317 83.0223684543517 236.660319258527 249.286900590106 0.98451019659275 271.25057090201 241.903890098014 8.83788487769282e-10 3650
5 4 0.16684176096449 0.0765664298356408 1.54223072169726e-05 11.3260003938908 78.2467471797292 240.918414604373 255.889704262338 0.98004460218476 271.250468928639 251.845400926543 2.55555952768058e-08 4380
