# Lines starting with #' are comments. Comment lines must form a continuous 
# block at the beginning of this file. 
# The last comment line is not really a comment. It must contain the names of 
# the variables that are used in the code. The data has to start in the 
# following line. 
# 
# ATT : The height of the air compartments ('h1', h2') seem erroneous! 
# ATT : Check atm. heights / atm. flow parametrization ! 
# 
# List of variables: 
# 
# fp1: volume fraction of particles in upper air 
# fp2: volume fraction of particles in lower air 
# fp4: volume fraction of particles in fresh water 
# ff4: volume fraction of biota in fresh water 
# fp5: volume fraction of particles in ocean water 
# ff5: volume fraction of biota in ocean water 
# fa6: volume fraction of air in soil 
# fw6: volume fraction of water in soil 
# fs6: volume fraction of solids in soil 
# fw7: volume fraction of pore water in sediment 
# fs7: volume fraction of solids in sediment 
# fw3: volume fraction of water in vegetation 
# fo3: volume fraction of (pseudo)octanol in vegetation flesh 
# tauveg: average vegetation cycle (hours) 
# focp4: mass fraction of organic carbon in particles in fresh water 
# focp5: mass fraction of organic carbon in particles in ocean water 
# focs7: mass fraction of organic carbon in solids in sediment 
# rhop12: density of particles in air (kg/m^3) 
# rho45: density of water (kg/m^3) 
# rhop45: density of particles in water (kg/m^3) 
# rhob4: density of biota in freshwater kg/m^3) 
# rhos6: density of solids in soil kg/m^3 
# rhos7: density of solids in sediment kg/m^3 
# rhob5: density of biota in ocean water kg/m^3 
# rho3: density of vegetation flesh kg/m^3 
# scavrain: rain scavenging ratio 
# scavsnow: snow scavenging ratio 
# intercept: fraction of rain intercepted by foliage 
# A: Total Surface Area (m2) 
# perc4: fraction Surface covered by fresh water 
# perc5: fraction Surface covered by coastal water 
# perc3: fraction Soil surface covered by vegetation 
# perc6 fraction Surface covered by soil 
# LAI: Leaf Area Index (m2/m2) 
# mveg: Vegetation mass per square meter (kg/m2) 
# h4: Average fresh water depth (m) 
# h6: Average soil depth (m) 
# h7: Average fresh water sediment depth (m) 
# mtc4air: air side air-fresh water MTC (m/h) 
# mtc4water: water side air-fresh water MTC (m/h) 
# mtcaerosol: aerosol depositon (m/h) 
# diff6air: soil air phase diffusion MTC (m/h) 
# diff6water: soil water phase diffusion MTC (m/h) 
# mtc6air: soil air boundary layer MTC (m/h) 
# diff7water: sediment-water diffusion MTC (m/h) 
# seddep: sediment deposition (freshwater) (m/h) 
# sedresup: sediment resuspension (m/h) 
# runoff6solids: soil solids runoff (m/h) 
# sedburial: sediment burial (m/h) 
# diffstrato: diffusion to stratosphere (m/h) 
# convec6solids: soil solids convection rate (m/h) 
# mtcairvegair: air side air-veg. MTC (m/h) 
# vegwateruptake: veg. water uptake velocity (m/h) 
# mixing12: upper-lower air mixing MTC (m/h) 
# mtc25air: air side air-coastal water MTC (m/h) 
# mtc25water: water side air-coastal water MTC (m/h) 
# resusp6: soil resuspension velocity (m/h) 
# prodaerosol5: marine aerosol production (m/h) 
# partsink5: ocean particle sinking MTC (m/h) 
# focs6: mass fraction of organic carbon in soil solids 
# vrain: velocity of raindrops (m/h) 
# perc9: fraction of land ice 
# 
# 
# 
# 
# 
#CELL fp1 fp2 fp4 ff4 fp5 ff5 fa6 fw6 fs6 fw7 fs7 fw3 fo3 tauveg focp4 focp5 focs7 rhop12 rho45 rhop45 rhob4 rhos6 rhos7 rhob5 rho3 scavrain scavsnow intercept A perc4 perc5 perc3 perc6 LAI mveg h4 h6 h7 mtc4air mtc4water mtcaerosol diff6air diff6water mtc6air diff7water seddep sedresup runoff6solids sedburial diffstrato convec6solids mtcairvegair vegwateruptake mtc25air mtc25water resusp6 prodaerosol5 partsink5 focs6 vrain perc9 
40 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1061576171841.43 0.00145649284124374 0.313312950134277 0.47829 0.670540167547165 2.4076 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 1.09875281311807e-10 7.5456e-08 0.0327994788173896 25200 0.0146903927555693
41 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1061576171841.43 0.0387633585929871 0.193154945373535 0.54055 0.764804136766866 1.5109 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 2.6687015016434e-11 7.5456e-08 0.0332225138049765 25200 0.00327752827219683
42 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1061576171841.43 0.0088447779417038 0.0645921802520752 0.72525 0.926563034057617 0.98035 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 4.63446919736288e-11 7.5456e-08 0.0417434279153358 25200 0
43 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1061576171841.43 0.00483324974775314 0 0.84542 0.995166778564453 0.69256 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 0 7.5456e-08 0.0297842682870057 25200 0
44 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1061576171841.43 0.00125913009047508 0.0381318402290344 0.86349 0.96060905456543 1.2569 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 5.77696850696927e-11 7.5456e-08 0.023636667544664 25200 0
45 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1061576171841.43 0.00330596417188644 0.111479015350342 0.74832 0.885214996337891 1.5191 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 8.6317727879981e-11 7.5456e-08 0.0259960475751163 25200 0
46 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1061576171841.43 0.00141369476914406 0.130938549041748 0.7062 0.863260823560211 0.59093 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 6.08975751467728e-11 7.5456e-08 0.0342903916486957 25200 0.00438695781185875
47 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1061576171841.43 0.00796401143074036 0.23907262802124 0.55581 0.752963333129883 0.61676 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 5.1641636927207e-11 7.5456e-08 0.0357872497148237 25200 0
48 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1061576171841.43 0.00147440984845161 0.35072998046875 0.451 0.647795562744141 0.70157 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 7.3739467995765e-11 7.5456e-08 0.0249577050030054 25200 0
49 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1688723819000.51 0 1 0.0022893 0 0.47467 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 1.74501835720264e-10 6.7392e-08 0.153769667083391 25200 0
50 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1688723819000.5 0.000525308921933174 0.880246429443359 0.039023 0.119228239059448 0.85779 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 1.76685129845387e-10 6.7392e-08 0.173864729796728 25200 0
51 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1688723819000.51 0.000169077608734369 0.955079498291016 0.055172 0.0430721343740748 0.5009 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 1.9133745805423e-10 6.7392e-08 0.0432776929506826 25200 0.00167928087861073
52 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1688723819000.51 0.00813785851001739 0.423130493164062 0.58236 0.568731651306152 2.64 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 1.25141109180239e-10 6.7392e-08 0.0386108030202646 25200 0
53 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1688723819000.5 0.0214667057991028 0 0.86156 0.978533325195313 2.4061 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 3.33656815138526e-12 0 6.7392e-08 0.0449550839111801 25200 0
54 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1688723819000.51 0.0717809772491455 0.0342083191871643 0.74717 0.894010696411133 2.3573 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 1.06194004978222e-10 6.7392e-08 0.061656861303822 25200 0
55 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1688723819000.51 0.0895061779022217 0.282476425170898 0.56886 0.628017425537109 2.5832 1 40 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 9.23208937082153e-11 6.7392e-08 0.0350651321451409 25200 0
56 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1688723819000.51 0.0351289629936218 0.131845016479492 0.66669 0.83302604675293 1.4444 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 1.95523966962088e-10 6.7392e-08 0.0379411089256167 25200 0
57 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1688723819000.51 0.00366147667169571 0.861494674682617 0.11029 0.133796017355298 0.92242 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 4.48848729274598e-10 6.7392e-08 0.0604528411581624 25200 0.00104779940190451
58 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1688723819000.51 0 1 0.00069719 0 0.01 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 8.90430443593739e-10 6.7392e-08 0.0268416666666667 25200 0
59 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1688723819000.51 0 1 0 0 0 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 1.80592620541615e-09 6.7392e-08 0 25200 0
60 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1688723819000.51 0.00245054259896278 0.793178024291992 0.2122 0.20437141418457 4.5137 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 5.04545108382736e-10 6.7392e-08 0.0174997136728507 25200 0
61 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1688723819000.51 0.00658394277095795 0.32594669342041 0.65996 0.667469329833984 4.0776 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 2.64240875732195e-10 6.7392e-08 0.072076543791125 25200 0
62 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1688723819000.51 0.00493753552436829 0.133811368942261 0.83194 0.861251068115234 3.9476 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 1.75024965210578e-10 6.7392e-08 0.03112023229113 25200 0
63 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1688723819000.51 0.00873705089092255 0.0205271005630493 0.95585 0.970735855102539 3.4291 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 6.94384471240979e-13 4.37824439131841e-11 6.7392e-08 0.0193124171285555 25200 0
64 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1688723819000.51 0.0497323417663574 0 0.91678 0.950267639160156 2.5225 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 2.0332931614677e-11 1.58052001528426e-11 6.7392e-08 0.0126201309292365 25200 0
65 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1688723819000.51 0.00752114772796631 0 0.8356 0.992478866577148 1.8215 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 4.86183258464982e-11 0 6.7392e-08 0.0209868662919187 25200 0
66 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1688723819000.51 0.00877439916133881 0 0.74635 0.9912255859375 2.4834 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 7.07782792609001e-12 0 6.7392e-08 0.0362742815982876 25200 0
67 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1688723819000.51 0.00678703665733337 0 0.71028 0.993212966918945 2.1299 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 2.59417936211881e-11 0 6.7392e-08 0.0227395434984789 25200 0
68 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1688723819000.5 0.00220108926296234 0 0.92708 0.997798919677734 2.1109 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 7.08924523563397e-11 0 6.7392e-08 0.0273014605497312 25200 0
69 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1688723819000.51 0.00494473576545715 0 0.98797 0.995055236816406 3.2385 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 0 6.7392e-08 0.0308219590723359 25200 0
70 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1688723819000.51 0.00397440612316132 0.572373123168945 0.36758 0.423652496337891 2.3784 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 2.18826543268068e-10 6.7392e-08 0.0559740803138334 25200 0
71 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1688723819000.5 0.00162754982709885 0.836125259399414 0.16712 0.162247219085693 1.0315 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 2.09893988362351e-10 6.7392e-08 0.0299531547808895 25200 0
72 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 1688723819000.51 0 0.996284027099609 0.0010591 0.00371599107980728 0.141 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 2.23975234517841e-10 6.7392e-08 0.177421278812345 25200 0
73 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 2200787728642.76 0 1 0 0 0 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 3.24414307904885e-10 2.6496e-08 0 25200 0
74 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 2200787728642.76 0 1 0 0 0 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 2.76439437122033e-10 2.6496e-08 0 25200 0
75 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 2200787728642.76 0 1 0 0 0 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 1.89147236283301e-10 2.6496e-08 0 25200 0
76 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 2200787728642.76 0.00185131937265396 0.885596008300781 0.1522 0.112552680969238 2.2899 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 2.96551414578261e-10 2.6496e-08 0.0357612562357052 25200 0
77 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 2200787728642.76 0.00604373633861542 0.0716866779327393 0.91665 0.922269592285156 0.70709 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 2.02395102798877e-12 1.76441198858062e-10 2.6496e-08 0.0428178506065181 25200 0
78 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 2200787728642.76 0.00452062964439392 0 0.98767 0.995479354858398 3.0193 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 4.59409530036584e-12 0 2.6496e-08 0.0326509760982481 25200 0
79 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 2200787728642.76 0.0573062992095947 0.123125 0.77307 0.819568710327148 4.6949 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 4.48848729274597e-11 2.6496e-08 0.0539299250044041 25200 0
80 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 2200787728642.76 0.00167877495288849 0.872767944335938 0.055079 0.125553274154663 5.4502 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 8.69360692509413e-11 2.6496e-08 0.0275529593889391 25200 0
81 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 2200787728642.76 0 1 0 0 0 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 1.37816114014961e-10 2.6496e-08 0 25200 0
82 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 2200787728642.76 0 1 0 0 0 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 1.67455725057511e-10 2.6496e-08 0 25200 0
83 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 2200787728642.76 0 1 0 0 0 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 1.64892157315083e-10 2.6496e-08 0.0222 25200 0
84 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 2200787728642.76 0.000836310461163521 0.569495735168457 0.36955 0.42966796875 0.70684 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 8.97635458909375e-12 2.94713479560873e-10 2.6496e-08 0.049743814320717 25200 0
85 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 2200787728642.76 0.0013763053715229 0.43993350982666 0.30259 0.558690185546875 1.1266 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 8.94952529765285e-11 2.6754694726561e-11 2.6496e-08 0.0183681942125874 25200 0
