# Lines starting with #' are comments. Comment lines must form a continuous 
# block at the beginning of this file. 
# The last comment line is not really a comment. It must contain the names of 
# the variables that are used in the code. The data has to start in the 
# following line. 
# 
# ATT : The height of the air compartments ('h1', h2') seem erroneous! 
# ATT : Check atm. heights / atm. flow parametrization ! 
# 
# List of variables: 
# 
# fp1: volume fraction of particles in upper air 
# fp2: volume fraction of particles in lower air 
# fp4: volume fraction of particles in fresh water 
# ff4: volume fraction of biota in fresh water 
# fp5: volume fraction of particles in ocean water 
# ff5: volume fraction of biota in ocean water 
# fa6: volume fraction of air in soil 
# fw6: volume fraction of water in soil 
# fs6: volume fraction of solids in soil 
# fw7: volume fraction of pore water in sediment 
# fs7: volume fraction of solids in sediment 
# fw3: volume fraction of water in vegetation 
# fo3: volume fraction of (pseudo)octanol in vegetation flesh 
# tauveg: average vegetation cycle (hours) 
# focp4: mass fraction of organic carbon in particles in fresh water 
# focp5: mass fraction of organic carbon in particles in ocean water 
# focs7: mass fraction of organic carbon in solids in sediment 
# rhop12: density of particles in air (kg/m^3) 
# rho45: density of water (kg/m^3) 
# rhop45: density of particles in water (kg/m^3) 
# rhob4: density of biota in freshwater kg/m^3) 
# rhos6: density of solids in soil kg/m^3 
# rhos7: density of solids in sediment kg/m^3 
# rhob5: density of biota in ocean water kg/m^3 
# rho3: density of vegetation flesh kg/m^3 
# scavrain: rain scavenging ratio 
# scavsnow: snow scavenging ratio 
# intercept: fraction of rain intercepted by foliage 
# A: Total Surface Area (m2) 
# perc4: fraction Surface covered by fresh water 
# perc5: fraction Surface covered by coastal water 
# perc3: fraction Soil surface covered by vegetation 
# perc6 fraction Surface covered by soil 
# LAI: Leaf Area Index (m2/m2) 
# mveg: Vegetation mass per square meter (kg/m2) 
# h4: Average fresh water depth (m) 
# h6: Average soil depth (m) 
# h7: Average fresh water sediment depth (m) 
# mtc4air: air side air-fresh water MTC (m/h) 
# mtc4water: water side air-fresh water MTC (m/h) 
# mtcaerosol: aerosol depositon (m/h) 
# diff6air: soil air phase diffusion MTC (m/h) 
# diff6water: soil water phase diffusion MTC (m/h) 
# mtc6air: soil air boundary layer MTC (m/h) 
# diff7water: sediment-water diffusion MTC (m/h) 
# seddep: sediment deposition (freshwater) (m/h) 
# sedresup: sediment resuspension (m/h) 
# runoff6solids: soil solids runoff (m/h) 
# sedburial: sediment burial (m/h) 
# diffstrato: diffusion to stratosphere (m/h) 
# convec6solids: soil solids convection rate (m/h) 
# mtcairvegair: air side air-veg. MTC (m/h) 
# vegwateruptake: veg. water uptake velocity (m/h) 
# mixing12: upper-lower air mixing MTC (m/h) 
# mtc25air: air side air-coastal water MTC (m/h) 
# mtc25water: water side air-coastal water MTC (m/h) 
# resusp6: soil resuspension velocity (m/h) 
# prodaerosol5: marine aerosol production (m/h) 
# partsink5: ocean particle sinking MTC (m/h) 
# focs6: mass fraction of organic carbon in soil solids 
# vrain: velocity of raindrops (m/h) 
# perc9: fraction of land ice 
# 
# 
# 
# 
# 
#CELL fp1 fp2 fp4 ff4 fp5 ff5 fa6 fw6 fs6 fw7 fs7 fw3 fo3 tauveg focp4 focp5 focs7 rhop12 rho45 rhop45 rhob4 rhos6 rhos7 rhob5 rho3 scavrain scavsnow intercept A perc4 perc5 perc3 perc6 LAI mveg h4 h6 h7 mtc4air mtc4water mtcaerosol diff6air diff6water mtc6air diff7water seddep sedresup runoff6solids sedburial diffstrato convec6solids mtcairvegair vegwateruptake mtc25air mtc25water resusp6 prodaerosol5 partsink5 focs6 vrain perc9 
825 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3578 0.00401262640953064 0 0.95585 0.995987396240234 3.4291 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 6.94384471240979e-13 4.37824439131841e-11 6.7392e-08 0.0342218374537321 25200 0
826 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3578 0.00159018069505692 0 0.95585 0.998409805297852 3.4291 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 6.94384471240979e-13 4.37824439131841e-11 6.7392e-08 0.034225055308642 25200 0
827 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3577 0.0279262185096741 0 0.95585 0.972073745727539 3.4291 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 6.94384471240979e-13 4.37824439131841e-11 6.7392e-08 0.0197060567901235 25200 0
828 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3578 0.0113542211055756 0 0.95585 0.988645782470703 3.4291 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 6.94384471240979e-13 4.37824439131841e-11 6.7392e-08 0.0235197891358025 25200 0
829 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3577 0.00659285187721252 0 0.91678 0.993407135009766 2.5225 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 2.0332931614677e-11 1.58052001528426e-11 6.7392e-08 0.0163892047051476 25200 0
830 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.358 0.000678569972515106 0 0.91678 0.999321441650391 2.5225 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 2.0332931614677e-11 1.58052001528426e-11 6.7392e-08 0.0248120371714098 25200 0
831 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3577 0.0141660249233246 0 0.91678 0.985833969116211 2.5225 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 2.0332931614677e-11 1.58052001528426e-11 6.7392e-08 0.0127687669135802 25200 0
832 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3577 0.0101655077934265 0 0.91678 0.989834518432617 2.5225 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 2.0332931614677e-11 1.58052001528426e-11 6.7392e-08 0.0179803101234568 25200 0
833 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.358 0.00670931696891785 0 0.8356 0.993290710449219 1.8215 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 4.86183258464982e-11 0 6.7392e-08 0.0198080365432099 25200 0
834 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3577 0.0237858080863953 0 0.8356 0.976214218139648 1.8215 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 4.86183258464982e-11 0 6.7392e-08 0.0504134503703704 25200 0
835 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.358 0.0203580069541931 0 0.8356 0.979641952514648 1.8215 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 4.86183258464982e-11 0 6.7392e-08 0.0714202745679012 25200 0
836 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3577 0.00299441009759903 0 0.8356 0.997005615234375 1.8215 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 4.86183258464982e-11 0 6.7392e-08 0.0868491239506173 25200 0
837 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3577 0.000855182558298111 0 0.74635 0.999144821166992 2.4834 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 7.07782792609001e-12 0 6.7392e-08 0.10142854962963 25200 0
838 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3577 0.00543265044689178 0 0.74635 0.994567337036133 2.4834 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 7.07782792609001e-12 0 6.7392e-08 0.105808038518519 25200 0
839 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.358 0.00402571171522141 0 0.74635 0.995974273681641 2.4834 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 7.07782792609001e-12 0 6.7392e-08 0.0883787860327859 25200 0
840 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3577 0.00113623946905136 0 0.74635 0.998863754272461 2.4834 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 7.07782792609001e-12 0 6.7392e-08 0.0579737940740741 25200 0
841 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3577 0.00406420856714249 0 0.71028 0.995935821533203 2.1299 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 2.59417936211881e-11 0 6.7392e-08 0.0182854281481481 25200 0
842 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3577 0.0019780233502388 0 0.71028 0.998022003173828 2.1299 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 2.59417936211881e-11 0 6.7392e-08 0.0381286925246616 25200 0
843 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3577 0.00334271669387817 0 0.71028 0.996657257080078 2.1299 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 2.59417936211881e-11 0 6.7392e-08 0.0311460690219533 25200 0
844 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3583 0.0243497252464294 0 0.71028 0.975650253295898 2.1299 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 2.59417936211881e-11 0 6.7392e-08 0.0336105377777778 25200 0
845 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3577 0.000305287484079599 0 0.92708 0.999694671630859 2.1109 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 7.08924523563397e-11 0 6.7392e-08 0.0182864992592593 25200 0
846 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3577 0.000717502236366272 0 0.92708 0.999282531738281 2.1109 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 7.08924523563397e-11 0 6.7392e-08 0.0381592004938272 25200 0
847 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3577 0.000558224953711033 0 0.92708 0.999441757202148 2.1109 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 7.08924523563397e-11 0 6.7392e-08 0.0624536024691358 25200 0
848 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3577 0.00080662302672863 0 0.92708 0.999193344116211 2.1109 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 7.08924523563397e-11 0 6.7392e-08 0.0371501318518519 25200 0
849 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3583 0.000419973134994507 0 0.98797 0.999580001831055 3.2385 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 0 6.7392e-08 0.0171032533333333 25200 0
850 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3577 0.000127459466457367 0 0.98797 0.999872512817383 3.2385 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 0 6.7392e-08 0.0350954849382716 25200 0
851 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3577 0.00122873976826668 0 0.98797 0.998771286010742 3.2385 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 0 6.7392e-08 0.0225865817283951 25200 0
852 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3577 0.00128988981246948 0 0.98797 0.998710098266602 3.2385 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 0 6.7392e-08 0.0176040158024691 25200 0
853 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3583 0.00115311168134212 0 0.36758 0.998846893310547 2.3784 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 2.18826543268068e-10 6.7392e-08 0.0387573217682417 25200 0
854 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3577 0.000261726509779692 0.303043365478516 0.36758 0.696694946289062 2.3784 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 2.18826543268068e-10 6.7392e-08 0.107513152947105 25200 0
855 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3577 0 0.708471527099609 0.36758 0.291528472900391 2.3784 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 2.18826543268068e-10 6.7392e-08 0.0782296293161815 25200 0
856 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3577 0 0.743657913208008 0.36758 0.256342067718506 2.3784 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 2.18826543268068e-10 6.7392e-08 0.0487276151868697 25200 0
857 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3577 0.00245404794812202 0.743657913208008 0.16712 0.25388801574707 1.0315 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 2.09893988362351e-10 6.7392e-08 0.0703851028264614 25200 0
858 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3577 0.00417606294155121 0.831198120117188 0.16712 0.164625835418701 1.0315 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 2.09893988362351e-10 6.7392e-08 0.0445544957207585 25200 0
859 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3577 0.0026585465669632 0.312637062072754 0.16712 0.684704360961914 1.0315 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 2.09893988362351e-10 6.7392e-08 0.0514339556687823 25200 0
860 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3577 0.00683792352676392 0.396617546081543 0.16712 0.596544494628906 1.0315 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 2.09893988362351e-10 6.7392e-08 0.0170613977910556 25200 0
861 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3583 0 0.931642150878906 0.0010591 0.0683578872680664 0.141 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 2.23975234517841e-10 6.7392e-08 0.178062337662338 25200 0
862 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3577 0 1 0.0010591 0 0.141 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 2.23975234517841e-10 6.7392e-08 0.0101943925233645 25200 0
863 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3577 0 1 0.0010591 0 0.141 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 2.23975234517841e-10 6.7392e-08 0 25200 0
864 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 91800424654.3577 0 1 0.0010591 0 0.141 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 2.23975234517841e-10 6.7392e-08 0 25200 0
865 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 101259146638.639 0 1 0.0022893 0 0.47467 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 1.74501835720264e-10 6.7392e-08 0 25200 0
866 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 101259146638.639 0 1 0.0022893 0 0.47467 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 1.74501835720264e-10 6.7392e-08 0 25200 0
867 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 101259146638.639 0 1 0.0022893 0 0.47467 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 1.74501835720264e-10 6.7392e-08 0.0257371667936024 25200 0
868 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 101259146638.64 0 1 0.0022893 0 0.47467 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 1.74501835720264e-10 6.7392e-08 0.185117582417582 25200 0
869 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 101259146638.639 0 0.809808578491211 0.039023 0.190191402435303 0.85779 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 1.76685129845387e-10 6.7392e-08 0.0202 25200 0
870 2e-11 2e-11 5e-06 1e-06 1e-06 1e-06 0.2 0.3 0.5 0.8 0.2 0.75 0.02 8760 0.2 0.2 0.04 2400 1000 2400 1000 2400 2400 1000 600 20000 1e+05 0.1 101259146638.639 0 0.888027038574219 0.039023 0.111972961425781 0.85779 1 20 0.2 0.05 5 0.05 10.8 0.02 1e-05 1 1e-04 5e-07 2e-07 1e-08 3e-07 0.1 4.54e-07 10 8e-05 5 0.05 0 1.76685129845387e-10 6.7392e-08 0.22739260865023 25200 0
