#CELL TS OHair1 OHair2 precip stwet stdry tair1 tair2 perc8 tocean tland runoff6water tspe
1 1 0 0 1.29545194795355e-05 14.9439297536524 60.564820964162 238.470413208008 254.079696655273 0.994069519042969 271.250213623047 999 0 2190
1 2 0.00413531127671098 0.00344318650404165 1.36621240017121e-05 13.5842513514728 77.1799403399956 235.587936401367 248.385971069336 0.987553634643555 271.250183105469 999 0 2920
1 3 0.0249533040190734 0.0167352149703514 9.50516823650105e-06 13.2552952882720 73.4494375368444 236.744338989258 251.237396240234 0.987264556884766 271.250122070312 999 0 3650
1 4 0.161359233772203 0.0750784418416112 1.13654563392629e-05 11.9948249270276 101.113140245763 241.969024658203 257.516906738281 0.994244842529297 271.250183105469 999 0 4380
1 5 0.511695157054009 0.339159406317723 2.22379765546066e-05 10.4376826577070 55.4921941757202 245.810195922852 263.849517822266 0.98310417175293 271.250152587891 999 0 5110
1 6 1.11742473395393 0.851201465334626 2.30492383707315e-05 12.0794751702285 23.3638567226689 250.300231933594 271.811614990234 0.955798950195312 271.250061035156 999 0 5840
1 7 1.21184665067328 0.788618875050019 3.39190180966398e-05 13.5980793092309 15.3370245026379 252.477951049805 271.735198974609 0.932579116821289 271.250122070312 999 0 6570
1 8 0.599186415408315 0.355190705539113 3.45866104908055e-05 15.5537433740569 14.1271550480912 252.596069335938 271.749694824219 0.913127059936523 271.250244140625 999 0 7300
1 9 0.0809508646975129 0.0616393121812489 3.84933959139744e-05 14.8794879680727 17.2816258290919 246.983276367188 265.783966064453 0.919613342285156 271.250213623047 999 0 8030
1 10 0.0120405796351703 0.00931453913048334 3.39060687110759e-05 12.3788361898283 33.1701161919571 241.684631347656 258.3310546875 0.95778060913086 271.250274658203 999 0 8760
1 11 0 0 3.67055490642088e-05 13.280259248687 82.4815639868015 242.113967895508 257.866790771484 0.971578369140625 271.250244140625 999 0 730
1 12 0 0 2.47622489041532e-05 13.2414958128115 56.7055906202735 238.989135742188 252.873855590820 0.980532455444336 271.250183105469 999 0 1460
2 1 0 0 1.74919530763873e-05 13.8121663942570 65.2820471786871 238.814468383789 253.699066162109 0.989180221557617 271.250244140625 999 0 2190
2 2 0.0042699941185813 0.0035636426749869 1.65909164934419e-05 13.7938596911547 70.3854465252016 235.395874023438 248.000503540039 0.985866241455078 271.250244140625 999 0 2920
2 3 0.0254253305676259 0.0168142643325342 1.09284325844783e-05 12.1960152416694 59.7819225497362 236.610153198242 250.758651733398 0.986621704101562 271.250213623047 999 0 3650
2 4 0.163944391485044 0.0762003375513955 1.05107453236997e-05 14.8930379065072 86.7391917531083 241.861602783203 257.220245361328 0.994237747192383 271.250305175781 999 0 4380
2 5 0.518005820421546 0.344702456831196 1.94166099390714e-05 9.4048383003328 48.5862942672357 246.158370971680 264.117126464844 0.980234832763672 271.250183105469 999 0 5110
2 6 1.12560091798362 0.876850067910285 2.82964112557238e-05 12.5274333953857 24.4193253051944 250.613159179688 271.991851806641 0.955444946289063 271.250061035156 999 0 5840
2 7 1.21158093853149 0.803587325704245 3.04213448544033e-05 14.3172141400779 16.5270337593265 252.406860351562 271.913909912109 0.931453018188477 271.250122070312 999 0 6570
2 8 0.595250554308036 0.356408552855655 2.96164693281753e-05 15.4594869148440 14.6740697302469 252.104843139648 271.270263671875 0.91015121459961 271.250213623047 999 0 7300
2 9 0.0814031289055197 0.0588493346924435 3.83357866667211e-05 15.8712261362774 16.3527408343990 247.084808349609 265.759124755859 0.922198944091797 271.250244140625 999 0 8030
2 10 0.0122141228777776 0.00955722288665245 3.65620580851100e-05 13.3515318777503 35.6202079959032 241.880981445312 258.645294189453 0.949499206542969 271.250396728516 999 0 8760
2 11 0 0 2.9869727222831e-05 11.8016146217904 82.41392061187 242.766860961914 258.263671875 0.96605857849121 271.250213623047 999 0 730
2 12 0 0 2.04599440621678e-05 12.7042535223612 53.7086784548876 238.896621704102 252.782730102539 0.973619003295898 271.250244140625 999 0 1460
3 1 0 0 1.92317447726964e-05 13.7134432967116 88.05199895254 238.840438842773 252.946182250977 0.983944396972656 271.250396728516 999 0 2190
3 2 0.00430138136533036 0.00355434275002422 1.80589773663087e-05 13.7941716647730 72.272289601768 235.384765625 248.297821044922 0.984730911254883 271.250366210938 999 0 2920
3 3 0.0256374020707928 0.0167212650829073 1.58171702423715e-05 12.3651740841749 78.9113389922351 236.366333007812 249.734970092773 0.98795913696289 271.250457763672 999 0 3650
3 4 0.167058759213619 0.0751957980375689 1.11916218884289e-05 12.1750169847070 74.421596154934 241.550888061523 256.589935302734 0.99397346496582 271.250518798828 999 0 4380
3 5 0.530056973185691 0.352836200727132 2.74107764198561e-05 9.50244213313591 36.2482871544070 246.435638427734 264.470581054688 0.97516746520996 271.250183105469 999 0 5110
