#CELL TS OHair1 OHair2 precip stwet stdry tair1 tair2 perc8 tocean tland runoff6water tspe
1 1 0 0 1.5746343160572e-05 4.90591382980347 68.5846786499023 235.977386474609 250.184768676758 0.987622756958008 271.250183105469 999 0 2190
1 2 0.00413531127671098 0.00344318650404165 2.14775742279016e-05 8.38010215759277 83.9174118041992 235.561691284180 249.272064208984 0.987483444213867 271.250213623047 999 0 2920
1 3 0.0249533040190734 0.0167352149703514 1.51513475429965e-05 7.35887098312378 140.112899780273 239.525817871094 253.831787109375 0.98188705444336 271.250274658203 999 0 3650
1 4 0.161359233772203 0.0750784418416112 6.80400089549949e-06 9.8009262084961 71.310188293457 239.323181152344 255.875 0.991844711303711 271.250244140625 999 0 4380
1 5 0.511695157054009 0.339159406317723 1.47549260873348e-05 5.32642078399658 30.9072589874268 246.006240844727 265.118072509766 0.975842666625977 271.250091552734 999 0 5110
1 6 1.11742473395393 0.851201465334626 3.99892545829061e-05 19.0104160308838 41.8229179382324 251.868179321289 272.024566650391 0.925922622680664 271.250030517578 999 0 5840
1 7 1.21184665067328 0.788618875050019 3.44530893926276e-05 20.9319000244141 54.1612892150879 252.824432373047 272.427154541016 0.813310546875 271.250091552734 999 0 6570
1 8 0.599186415408315 0.355190705539113 4.87419030832825e-05 14.7177419662476 6.55990791320801 251.192337036133 269.419647216797 0.84192741394043 271.250152587891 999 0 7300
1 9 0.0809508646975129 0.0616393121812489 3.75446332327556e-05 11.6452379226685 8.95601844787598 248.267349243164 265.872314453125 0.850220413208008 271.250122070312 999 0 8030
1 10 0.0120405796351703 0.00931453913048334 2.21831176531850e-05 7.19534063339233 66.5241928100586 239.650939941406 255.491561889648 0.94991714477539 271.250305175781 999 0 8760
1 11 0 0 2.46690477069933e-05 10.9499998092651 35.359375 236.747177124023 251.178741455078 0.97418716430664 271.250335693359 999 0 730
1 12 0 0 4.04373622586718e-05 8.24193572998047 20.1519851684570 238.571868896484 252.51806640625 0.957942657470703 271.250183105469 999 0 1460
2 1 0 0 1.67876260093180e-05 2.94354844093323 119.213706970215 236.464080810547 250.426315307617 0.980764465332031 271.250335693359 999 0 2190
2 2 0.0042699941185813 0.0035636426749869 1.77164554770570e-05 41.2797622680664 151.540176391602 235.563217163086 249.580245971680 0.987172241210937 271.250396728516 999 0 2920
2 3 0.0254253305676259 0.0168142643325342 1.72732656210428e-05 6.86827945709229 177.348785400391 239.291519165039 253.030990600586 0.98258056640625 271.25048828125 999 0 3650
2 4 0.163944391485044 0.0762003375513955 8.45264103190857e-06 6.22817468643188 27.2367420196533 239.689071655273 255.998977661133 0.989539489746094 271.250457763672 999 0 4380
2 5 0.518005820421546 0.344702456831196 1.40394307891256e-05 6.30760383605957 28.4543018341064 246.453262329102 265.728546142578 0.970328369140625 271.250122070312 999 0 5110
2 6 1.12560091798362 0.876850067910285 5.1254977734061e-05 12.6736106872559 44.4551277160645 251.927505493164 272.158142089844 0.9249951171875 271.250030517578 999 0 5840
2 7 1.21158093853149 0.803587325704245 3.47455261362484e-05 12.0685482025146 60.9314498901367 252.519348144531 272.092529296875 0.814917984008789 271.250122070312 999 0 6570
2 8 0.595250554308036 0.356408552855655 4.98947094456526e-05 25.3881053924561 21.5860214233398 251.583068847656 270.009887695312 0.847919998168945 271.250152587891 999 0 7300
2 9 0.0814031289055197 0.0588493346924435 4.11490709666396e-05 11.3817205429077 12.1666669845581 248.455718994141 266.056945800781 0.85487564086914 271.250122070312 999 0 8030
2 10 0.0122141228777776 0.00955722288665245 3.01028881949605e-05 21.0253448486328 83.260368347168 240.437484741211 256.545532226562 0.941302185058594 271.250396728516 999 0 8760
2 11 0 0 2.82304627035046e-05 7.43518495559692 31.3771934509277 237.740341186523 252.516281127930 0.970032958984375 271.250427246094 999 0 730
2 12 0 0 3.81389134417987e-05 12.8338708877563 15.7366628646851 239.675323486328 254.049026489258 0.955906143188477 271.250274658203 999 0 1460
3 1 0 0 1.56745305503136e-05 2.94354844093323 363.528228759766 236.756256103516 250.794738769531 0.974300155639648 271.250701904297 999 0 2190
3 2 0.00430138136533036 0.00355434275002422 2.05191134227789e-05 17.5982151031494 107.001487731934 235.513320922852 249.438613891602 0.985910034179687 271.250579833984 999 0 2920
3 3 0.0256374020707928 0.0167212650829073 2.10056763535249e-05 10.3024196624756 137.758071899414 239.029541015625 252.579757690430 0.985820999145508 271.250549316406 999 0 3650
3 4 0.167058759213619 0.0751957980375689 1.25618567835772e-05 10.6458330154419 46.3269233703613 239.763320922852 255.697586059570 0.985276260375977 271.250640869141 999 0 4380
3 5 0.530056973185691 0.352836200727132 1.74186163349077e-05 12.404953956604 39.7379035949707 246.785980224609 265.977752685547 0.96289939880371 271.250183105469 999 0 5110
3 6 1.14058043997709 0.908226243320105 5.0585571443662e-05 12.1666669845581 37.3111114501953 251.794097900391 272.135070800781 0.913407974243164 271.250030517578 999 0 5840
3 7 1.21998408501563 0.819626005818463 3.26068508002209e-05 7.56912422180176 44.5737342834473 252.235565185547 271.910583496094 0.833275756835937 271.250122070312 999 0 6570
3 8 0.598915167596904 0.358689248739361 5.35326322278706e-05 21.9784946441650 28.5944709777832 251.759307861328 270.663299560547 0.83796272277832 271.250213623047 999 0 7300
3 9 0.0836107539502332 0.0626460659629237 4.16923132434022e-05 14.9910717010498 11.0803575515747 248.479904174805 266.141143798828 0.848731231689453 271.250152587891 999 0 8030
3 10 0.0125909359088549 0.00987895600500438 3.04839963064296e-05 18.6424732208252 62.4686393737793 241.299697875977 257.583435058594 0.925448913574219 271.25048828125 999 0 8760
3 11 0 0 2.40646453676163e-05 9.40151500701904 56.9621200561523 238.754913330078 253.78662109375 0.967125625610352 271.25048828125 999 0 730
