#CELL TS OHair1 OHair2 precip stwet stdry tair1 tair2 perc8 tocean tland runoff6water tspe
1 1 0 0 8.25939641799778e-06 14.8468620300293 63.0689064025879 236.854934692383 250.787231445312 0.99563331604004 271.250122070312 999 0 2190
1 2 0.00413531127671098 0.00344318650404165 1.75020031747408e-05 16.2577311635017 89.113590335846 238.332504272461 253.558410644531 0.987814712524414 271.250152587891 999 0 2920
1 3 0.0249533040190734 0.0167352149703514 2.38503354921704e-05 12.9923992276192 50.2544114112854 240.946456909180 255.690155029297 0.98695655822754 271.250091552734 999 0 3650
1 4 0.161359233772203 0.0750784418416112 2.16225320400554e-05 13.3333934187889 76.7938797950745 241.098129272461 259.065582275391 0.98691650390625 271.250091552734 999 0 4380
1 5 0.511695157054009 0.339159406317723 3.82811274903361e-05 10.9424181699753 37.2672213077545 249.115264892578 269.140991210938 0.949756622314453 271.250061035156 999 0 5110
1 6 1.11742473395393 0.851201465334626 4.49013576144353e-05 12.0063642263412 20.5912427186966 254.106414794922 273.327667236328 0.93420051574707 271.250091552734 999 0 5840
1 7 1.21184665067328 0.788618875050019 4.83656145661371e-05 14.1920199394226 14.8649736404419 255.449462890625 274.532684326172 0.800763320922852 271.250183105469 999 0 6570
1 8 0.599186415408315 0.355190705539113 4.45119690994034e-05 17.4481560707092 15.9209528207779 254.090759277344 272.807250976562 0.766015701293945 271.250244140625 999 0 7300
1 9 0.0809508646975129 0.0616393121812489 6.32287621556316e-05 15.5993737697601 14.3273110151291 250.877899169922 267.664489746094 0.79764389038086 271.250305175781 999 0 8030
1 10 0.0120405796351703 0.00931453913048334 4.33231303759385e-05 13.9580391407013 31.6330024719238 243.718566894531 260.686096191406 0.874740524291992 271.250610351562 999 0 8760
1 11 0 0 3.25011766108219e-05 13.6221613407135 51.0998189926147 239.993316650391 255.143814086914 0.953132095336914 271.250213623047 999 0 730
1 12 0 0 1.67929760209518e-05 13.5151733636856 55.3315108776093 236.793472290039 251.718902587891 0.982939834594727 271.250213623047 999 0 1460
2 1 0 0 6.4457502503501e-06 14.6818506717682 64.651487827301 236.844146728516 250.563827514648 0.99171516418457 271.250213623047 999 0 2190
2 2 0.0042699941185813 0.0035636426749869 1.64563083671965e-05 14.4763659238815 60.2329040050507 238.621276855469 253.114822387695 0.984728393554688 271.250244140625 999 0 2920
