#CELL TS OHair1 OHair2 precip stwet stdry tair1 tair2 perc8 tocean tland runoff6water tspe
1 1 0 0 1.54191378896940e-05 14.9439297536524 60.564820964162 236.930694580078 250.076828002930 0.986038360595703 271.250579833984 999 0 2190
1 2 0.00413531127671098 0.00344318650404165 1.56703183165519e-05 13.5842513514728 77.1799403399956 238.465408325195 250.840103149414 0.986092987060547 271.250427246094 999 0 2920
1 3 0.0249533040190734 0.0167352149703514 1.66938338225009e-05 13.2552952882720 73.4494375368444 236.246963500977 249.106018066406 0.97790512084961 271.250213623047 999 0 3650
1 4 0.161359233772203 0.0750784418416112 2.54082808169187e-05 11.9948249270276 101.113140245763 242.543090820312 256.943298339844 0.982049026489258 271.250183105469 999 0 4380
1 5 0.511695157054009 0.339159406317723 2.83823061181465e-05 10.4376826577070 55.4921941757202 247.163208007812 266.577697753906 0.97326644897461 271.250061035156 999 0 5110
1 6 1.11742473395393 0.851201465334626 3.8990694883978e-05 12.0794751702285 23.3638567226689 251.198791503906 271.877563476562 0.936632385253906 271.250061035156 999 0 5840
1 7 1.21184665067328 0.788618875050019 4.67661575385137e-05 13.5980793092309 15.3370245026379 252.646347045898 271.992553710938 0.833413467407227 271.250244140625 999 0 6570
1 8 0.599186415408315 0.355190705539113 5.53358382603619e-05 15.5537433740569 14.1271550480912 249.540130615234 268.243530273438 0.761930236816406 271.250305175781 999 0 7300
1 9 0.0809508646975129 0.0616393121812489 3.01831416436471e-05 14.8794879680727 17.2816258290919 245.418136596680 262.666961669922 0.785289154052734 271.250610351562 999 0 8030
1 10 0.0120405796351703 0.00931453913048334 1.92629657249199e-05 12.3788361898283 33.1701161919571 242.495452880859 258.175079345703 0.95351905822754 271.250457763672 999 0 8760
1 11 0 0 2.73813759122277e-05 13.280259248687 82.4815639868015 240.289794921875 255.087539672852 0.953190002441406 271.250396728516 999 0 730
1 12 0 0 2.46962315941346e-05 13.2414958128115 56.7055906202735 239.189361572266 253.593582153320 0.977002487182617 271.250274658203 999 0 1460
2 1 0 0 1.41222823003773e-05 13.8121663942570 65.2820471786871 236.720886230469 249.620529174805 0.986772384643555 271.250549316406 999 0 2190
2 2 0.0042699941185813 0.0035636426749869 1.51454081787961e-05 13.7938596911547 70.3854465252016 237.913925170898 249.879150390625 0.983310775756836 271.250610351562 999 0 2920
2 3 0.0254253305676259 0.0168142643325342 1.77849120518658e-05 12.1960152416694 59.7819225497362 236.249145507812 248.767272949219 0.975471801757812 271.250396728516 999 0 3650
2 4 0.163944391485044 0.0762003375513955 1.64117582244216e-05 14.8930379065072 86.7391917531083 242.638717651367 256.603179931641 0.979526062011719 271.250244140625 999 0 4380
2 5 0.518005820421546 0.344702456831196 2.08263527383679e-05 9.4048383003328 48.5862942672357 247.262405395508 267.034484863281 0.973103256225586 271.250061035156 999 0 5110
2 6 1.12560091798362 0.876850067910285 4.06820319767576e-05 12.5274333953857 24.4193253051944 250.580368041992 270.990234375 0.935643768310547 271.250061035156 999 0 5840
2 7 1.21158093853149 0.803587325704245 5.48372296179878e-05 14.3172141400779 16.5270337593265 252.409393310547 271.867736816406 0.834811019897461 271.250213623047 999 0 6570
2 8 0.595250554308036 0.356408552855655 5.5858201085357e-05 15.4594869148440 14.6740697302469 249.874221801758 268.587310791016 0.75683364868164 271.250274658203 999 0 7300
2 9 0.0814031289055197 0.0588493346924435 2.81395714409882e-05 15.8712261362774 16.3527408343990 245.447174072266 262.650207519531 0.796658554077148 271.250579833984 999 0 8030
2 10 0.0122141228777776 0.00955722288665245 2.34952800383326e-05 13.3515318777503 35.6202079959032 242.634384155273 257.924499511719 0.948039855957031 271.250518798828 999 0 8760
2 11 0 0 2.71090262685902e-05 11.8016146217904 82.41392061187 240.113006591797 255.260086059570 0.946355895996094 271.250366210938 999 0 730
